Left,Right
109.876530612245,85.4285714285714
106.65306122449,85.069387755102
103.516836734694,84.6178571428571
100.580612244898,83.5933673469388
97.2295918367347,82.8979591836735
92.5117346938775,82.3
86.840306122449,82.6923469387755
80.9270408163265,84.5882653061225
77.6948979591837,86.9265306122449
75.7311224489796,88.9780612244898
73.5040816326531,90.594387755102
71.3841836734694,93.2765306122449
69.4617346938776,96.5275510204082
68.1122448979592,99.4948979591837
68.2933673469388,101.384183673469
69.3474489795918,101.764795918367
71.1229591836735,101.239285714286
72.7418367346939,99.6607142857143
75.2301020408163,98.2132653061225
78.8994897959184,96.9576530612245
83.2301020408163,94.7321428571428
88.2647959183673,92.5020408163265
90.8704081632653,89.8882653061225
92.4755102040816,86.8831632653061
93.1887755102041,84.2719387755102
93.5285714285714,81.6464285714286
94.3591836734694,78.040306122449
95.2683673469388,74.7066326530612
95.4005102040816,72.1229591836735
95.575,70.395918367347
94.5051020408164,69.6704081632653
93.2535714285714,69.7438775510204
92.1265306122449,69.4285714285714
90.8882653061225,68.7739795918367
88.4270408163266,68.9714285714286
86.0816326530612,68.6984693877551
83.569387755102,68.5938775510205
81.2479591836735,68.130612244898
79.9244897959184,67.8545918367347
79.4423469387755,68.1311224489796
78.2112244897959,68.7913265306123
76.4158163265306,68.7954081632653
74.6897959183673,68.0234693877551
73.8147959183673,66.6954081632653
74.1862244897959,64.4918367346939
74.6209183673469,61.3408163265306
74.3209183673469,60.0826530612245
73.6780612244898,58.8280612244898
73.7872448979591,57.9091836734694
72.6255102040816,57.0112244897959
70.9887755102041,55.2928571428571
71.1183673469388,53.2525510204082
69.9918367346939,51.1642857142857
68.3979591836734,48.1954081632653
66.1255102040816,44.9683673469388
63.215306122449,41.920918367347
59.940306122449,38.8974489795919
56.4683673469388,36.0647959183674
52.0918367346939,34.0739795918368
47.9188775510204,34.0255102040817
43.9122448979592,33.5520408163266
40.0622448979592,33.1040816326531
36.7051020408163,35.1576530612245
34.6591836734694,41.9683673469388
34.5025510204081,45.455612244898
33.490306122449,48.6081632653062
33.3244897959183,53.9719387755102
35.8137755102041,59.4428571428572
43.0954081632653,65.6627551020408
48.1984693877551,72.4219387755102
56.7918367346939,79.3632653061225
62.0785714285714,86.6801020408163
65.9163265306122,94.780612244898
69.6005102040816,102.216836734694
75.2739795918367,106.983163265306
80.8734693877551,111.871428571429
87.2591836734694,114.142346938776
93.9357142857143,111.661224489796
99.4183673469388,112.986224489796
104.799489795918,115.319387755102
111.008673469388,114.932142857143
113.835714285714,113.643367346939
111.642346938776,110.401530612245
112.57806122449,105.287755102041
110.89387755102,98.6770408163265
111.734183673469,92.2969387755102
113.705102040816,89.0928571428571
115.417346938776,87.6010204081632
114.678571428571,86.8418367346939
113.217346938776,86.8627551020408
109.695408163265,86.9908163265306
106.488265306122,87.4479591836735
106.5,88.594387755102
105.12806122449,90.2872448979592
103.834183673469,91.9801020408163
102.786734693878,93.9428571428572
102.85306122449,96.8265306122449
103.054591836735,101.000510204082
103.439795918367,106.566326530612
103.842346938776,111.667346938776
104.147959183674,112.699489795918
104.630102040816,111.848979591837
105.458163265306,111.916326530612
107.229081632653,111.332142857143
110.330612244898,110.209183673469
112.608673469388,109.101530612245
111.648469387755,107.864795918367
111.735204081633,106.762244897959
111.070408163265,106.532653061225
109.986224489796,106.978571428571
108.862244897959,107.664285714286
107.585204081633,108.595918367347
106.513265306123,109.442857142857
106.292346938776,110.264285714286
106.740306122449,111.108163265306
107.389285714286,111.933673469388
108.360204081633,112.429591836735
109.170408163265,112.867857142857
110.017346938776,113.736224489796
110.889795918367,114.579081632653
111.738775510204,115.352551020408
112.269387755102,115.826020408163
112.709693877551,115.893367346939
113.586734693878,115.802551020408
114.433163265306,115.805612244898
115.208163265306,115.491326530612
115.633673469388,115.251020408163
115.637755102041,115.127551020408
115.548469387755,114.844387755102
115.580612244898,114.553571428571
115.247448979592,114.505102040816
115.032142857143,114.451530612245
114.856632653061,114.270408163265
114.572959183673,114.016836734694
114.302040816327,113.748979591837
114.209693877551,113.503571428571
114.146428571429,113.502040816327
113.979591836735,113.675510204082
113.736734693878,113.869387755102
113.509183673469,114.154591836735
113.327040816327,114.383163265306
113.34693877551,114.370408163265
113.547959183673,114.608163265306
113.75612244898,115.170918367347
114.093367346939,115.756632653061
114.305102040816,116.354081632653
114.333673469388,117.12193877551
114.596428571429,117.936224489796
115.126530612245,118.413265306122
115.766836734694,118.609693877551
116.401020408163,117.836734693878
117.20612244898,115.727551020408
118.10612244898,113.63112244898
118.662755102041,111.682142857143
118.930612244898,109.750510204082
118.322448979592,107.797448979592
116.367857142857,105.784183673469
114.32193877551,103.45306122449
112.445408163265,100.856632653061
110.632653061224,98.284693877551
108.782653061224,95.8489795918367
106.812244897959,93.6326530612245
104.557653061224,91.6602040816326
101.997448979592,89.9760204081632
99.4219387755102,89.0357142857142
96.9586734693878,89.3765306122449
91.4091836734694,86.6989795918367
89.2159340659341,86.4917582417582
87.1190476190476,86.3595238095238
85.437012987013,86.0915584415584
85.0778571428572,85.9257142857142
84.5539682539683,85.6563492063492
83.9392857142858,85.5660714285714
